song title rerity
Sewing My MODE	1979
100 CARAT HEART	1980
ラブラブベイビーハッピースター	1980
女豹	1980
SUN SUN サマー Touch Me	1980
めろ〜ん音頭〜Festival of Kingdom〜	1980
心の扉	1980
Picnic	2741
1、2、の3シャイン	2741
初恋	2741
SUKI・・・っていいでしょ？	2741
ア チチッチ	2741
後ろから前から	2741
象さんのすきゃんてぃ	2741
真夏のMASQUERADE	2741
楽園〜MeiVersion〜	2741
お散歩しようよ	2741
すいと!奇跡少年	2741
追い風	2742
神聖炉	2801
I.N.G.	2801
スパークリング☆トラベラー	2801
I DO 愛	2801
Pleasure treasure	2801
君とLOVE	2801
虹の奇跡	2801
未来パラソル	2801
Love parade	2802
Sympathy of Love	2802
Spring fever	2822
パピィラヴ	2829
雨音はモノクローム	2829
floral blue	2837
虹色バルーン	2934
Moonlight secret	2934
君へ	2934
乙女戦士クルピヨン	2934
チアガール in my heart	2935
mon cheri	2935
My life is great	3106
宵待ちの花	3106
Lovely Magic	3106
最果ての森	3106
桃色片思い	3106
はんぶん不思議	3106
プッチャン音頭	3107
アジュールの実	3256
ほんのり桜色	3256
天使のお仕事	3256
Butterfly*kiss	3256
レゾンデートルの鍵	3256
Papillon	3257
キャンディスターにお願い	3257
あなただけに〜its only my Love〜	3257
Cutie Cutie	3270
シュガー･チューン	3270
Tiny Rainbow	3270
恋のチカラ	3270
Little Wish 〜first step〜	3451
Endless Story	3451
Cursed Lily	3451
満月のセンシビリティー	3451
My wish My love	3536
流れ星ジェニー	3536
さよならをおしえて	3536
つぼみのままで	3536
miss you	3536
片方だけのイヤリング	3536
Happy Life	3537
YOURS EVER	3537
Non-Stopping Train	3537
傷つく宝石	3537
童話迷宮	3652
恋歌姫	3652
恋は波のように	3652
Love Sick	3769
Beautiful Amulet	3769
エトランゼ	3769
Rainy Rainy Sunday	3769
微笑みのプルマージュ	3769
星空のSpica	3781
プラチナLover's Day	3781
Tomorrow	3795
Heavenly Stars	4019
AMBER 〜人魚の涙〜	4019
Black cherry	4019
アイ マイ ボーダー	4019
if	4019
トラウマの耳たぶ	4019
滑空の果てのイノセント	4019
真新しいカレンダー	4019
恋するラズベリー	4158
Goody & Happy	4158
Amazing Kiss	4167
Super Special Day	4335
Baby blue sky	4335
恋におちたペインター	4335
Shooting Star	4503
裸足のプリンセス	4503
Sweet Darlin'	4509
永遠	4790
Sand Mark	4790
恋はくえすちょん	4797
優しい夜に。	4806
デリケートに好きして	4806
キューティーハニー	4812
Princess Rose	5104
Spiritual Garden	5104
Sweetest Love	5104
Snow bird	5104
嘆きの丘	5104
なんてったってアイドル	5104
天使のウインク	5119
バレンタイ ン・キッス	5126
Melody	5238
大好きと涙	5250
偶然天使	5250
無限回廊	5251
片想いルーレット	5449
Petite lumiere	5449
Swing Heart	5449
Prince On A Star〜PrincessWhispers〜	5910
Happy Loop!	5910
fantasia	5910
Ever-Never-Land	6120
月のメロディー	6120
Sugar Time Trip	6546
きらら時間旅行	6546
Fallin' into you	6546
薔薇のロマンセ 月のセレーネ	6546
Eternity	6777
眠れぬ夜につかま えて	6777
Angel Pride	6777
わがままな I LOVE YOU	6777
空の向こう側に	6777
berry very good love（ソロバージョン）	6777
les larmes de la lune	6777
summer melody	6777
月へ行こう	6777
Missing Piece	6784
Primary Tale	7001
上海夜曲	7001
うきうき☆タラッタ	7422
