song title  position rate count var
OVER HEAT, OVER HEART	0.2571428571428571	2	0.0
ラブサイン	0.2586363917885656	18	0.0011792535122869335
I.N.G.	0.25957262845849793	16	3.1208990142011225e-05
Goody & Happy	0.2614198666830245	13	0.004233927542498011
アジュールの実	0.27272727272727265	12	0.0
SUKI・・・っていいでしょ？	0.27419639184345074	7	0.03122466132120838
あなただけに〜its only my Love〜	0.2746212121212121	4	0.0694450183654729
アンドロメダまで1hour	0.2759204362465231	18	0.052735860223728524
デイジー・ブルー	0.279580497686905	8	0.006658227385617064
エアシューター	0.28175903347547865	17	0.011566183330540818
Never Let You Go	0.29411764705882354	6	0.0
Super Special Day	0.29434697855750486	9	0.024740518450121405
バンビーノ・バンビーナ	0.2989961534853176	21	0.008550593432880149
咲かせて乙女	0.30142602495543663	17	0.0013060923405174743
Cutie Cutie	0.31185819412966215	19	0.09827462925692636
さよならをおしえて	0.31256038647343	5	0.03473406613923312
Sympathy of Love	0.3152356902356902	9	7.811702887460449e-05
Shooting Star	0.31818181818181823	10	0.0
太陽のイヴ	0.32114668956774217	13	0.07320722599199893
花チル夜道	0.3222402597402598	14	0.00023059327036599768
恋と夢と空時計	0.32325192923019014	8	0.031989912045592594
好きだって言えなくて	0.3297526864328823	23	0.09835148632958342
Luminous Party	0.33069828722002637	6	0.014748967593098891
女豹	0.3313775418954447	8	0.06894575933255001
Baby blue sky	0.33145743145743145	7	0.007136152287667437
Don't wake me☆Up	0.3382269904009034	4	0.015004905241322888
雨音はモノクローム	0.3418972332015811	13	0.0008319142620568981
神様Rescue me!!	0.3420501599849425	28	0.02105411779271119
天使のお仕事	0.3421052631578947	9	0.02796982669810673
floral blue	0.3462450592885376	5	0.0032913340311518696
Heavenly Stars	0.34848484848484856	18	0.12153621779290229
楽園巡礼 ~ Pilgrim of Eden	0.35294117647058826	6	0.0
14秒後にKISSして	0.35417529330572806	3	0.28575549354377333
ほんのり桜色	0.3545454545454545	10	0.029752066115702476
ひとひらの恋	0.3547772593539185	19	0.002282693060466674
My wish My love	0.3559508124725516	6	0.0001627664628180184
Papillon	0.3636363636363637	6	0.0
星降る夢で逢いましょう	0.3647195558065123	20	0.005441117273103366
Super Special Smiling Shy girl	0.37062937062937057	13	0.19071837253655435
フルーツ	0.37093663911845737	11	0.005044452792386679
mon cheri	0.3713493726393623	18	0.060499645706780236
虹の奇跡	0.38425925925925924	3	0.003150720164609053
あのね Love me Do	0.3848814229249012	4	0.14631373452691554
ゆかりはゆかり	0.3863479515653429	6	0.07530670969160645
１７才	0.3885281385281385	2	0.1720380989861509
空の向こう側に	0.3888888888888889	2	0.0
Like a rabbit	0.39037433155080214	2	0.04809974548886155
My life is great	0.39209176788124156	10	0.1051147410147339
心の扉	0.3961352657004831	2	0.004667553501832013
微笑みのプルマージュ	0.4	10	0.0008264462809917361
Sensitive Venus	0.4019706598328073	19	0.011636974233250802
miss you	0.40577342047930287	3	0.0002198228601535022
裸足のプリンセス	0.40909090909090906	10	0.0
if	0.4090909090909091	8	0.0
恋のチカラ	0.4090909090909091	3	0.0
YOURS EVER	0.41013105887247764	4	0.0010026723648496616
Hello Again	0.4116171419160549	8	0.13727908652684595
Snow bird	0.41204906204906205	7	0.0003367367761307155
Closing tears	0.41260822510822515	14	0.00017320116751934903
Spiritual Garden	0.4127794977640179	10	0.047047277078955715
ひとりあやとり	0.413732917409388	24	0.012712016921451803
LUNATICA MARE	0.418181818181818	20	0.0020878642888212257
上弦の月	0.41959830450879043	13	0.01998183434353932
月のメロディー	0.42105263157894735	5	0.0
つぼみのままで	0.4221014492753623	3	0.004617596093257718
夢見月のアリス	0.4266306792622582	13	0.007378715695120744
Princess Rose	0.4274100655679603	12	0.15392550046521772
恋は波のように	0.42780748663101603	3	0.03605336154880037
アンジュ・パッセ	0.44095328112341353	23	0.03383472110614494
berry very good love（ソロバージョン）	0.4444444444444444	2	0.0
砂落ちる水の宮殿	0.4448694102146788	30	0.0050579395104017565
まだ好きでいさせて	0.44626022126022125	9	0.0072420784582581145
うたかた	0.45175865800865794	8	0.003700421087364501
追い風	0.45206971677559915	3	0.0019899753656001263
Honey Moon	0.4523998057027402	40	0.15079710622164264
Little Wish 〜first step〜	0.45290260708217384	30	0.09961156152896855
レリーフのひとかけら	0.45313020313020314	13	0.015016650467137481
Traveling with a sheep	0.4579665229368786	22	0.004823832157805699
君をつれて	0.4609179197994987	8	0.0005689054245890409
嘘	0.46885714285714286	25	0.00028577097505668906
君へ	0.47575757575757577	3	0.03771349862258952
宵待ちの花	0.47585163374637063	9	0.026357323937859747
キャラメル	0.47619047619047616	2	0.0
勇気をください	0.4782608695652174	2	0.0
恋歌姫	0.47941176470588237	3	0.014506920415224918
満月のセンシビリティー	0.4818181818181818	5	0.0037190082644628125
HITOME VOLTAGE	0.48376623376623373	4	0.05229943216956203
チェリー	0.4857142857142857	2	0.0
永遠	0.48888888888888893	5	0.0006172839506172845
恋せよ女の子	0.48906102966052295	22	0.11397684143802762
AMBER 〜人魚の涙〜	0.48912198912198895	13	0.0022780250052977344
恋のタイムマシン	0.48937002739011315	41	0.15099712881583618
Jelly Fish	0.49023673265159334	15	0.01279119897766818
月華	0.49206349206349204	7	0.01696984272741849
Tomorrow	0.4949494949494947	18	0.0021606438718738174
Love Sick	0.4999999999999999	20	0.0021748586341887766
最果ての森	0.5	4	0.0
嘆きの丘	0.5	5	0.0
SUN SUN サマー Touch Me	0.5077710013771394	7	0.18871405144791234
Pink Pygmalion	0.5171515151515151	25	0.0002617520286351459
Libido zone	0.517485119047619	16	0.0016792741402116406
チェルシーガール	0.5187818597465337	48	0.15388213822648233
PINK AQUARIUM	0.519022154316272	17	0.013314387394076093
めろ〜ん音頭〜Festival of Kingdom〜	0.5233952120477897	6	0.06041124903847718
涙のループ	0.5255025189235716	12	0.02915459386751707
アシンメトリー	0.5281385281385281	3	0.029740821948614167
Under Lover	0.5341430174763507	27	0.012941879882716823
Love parade	0.5366666666666667	5	0.11950000000000001
こっちを向いて	0.5388088041540726	6	0.01230099733848342
だって×2ウキウキ	0.540200138026225	3	0.009506538385150328
Masquerade kiss	0.5405797101449274	5	0.013957151858853179
星空のSpica	0.5432796868203567	11	0.002280687879689733
you	0.5435035978514241	26	0.011014301140611502
ラムのラブソング	0.5438961038961039	5	0.04531151964918199
トラウマの耳たぶ	0.5454545454545454	8	0.0
恋におちたペインター	0.5454545454545454	2	0.0
夢色ラビリンス	0.5467865467865468	13	0.007074094736432401
秘密の扉から会いにきて	0.5488809436177858	19	0.06406723068679533
Black cherry	0.5506072874493927	13	0.004439235741174797
Amazing Kiss	0.5530492898913951	7	0.0034638252551456635
Cursed Lily	0.553517632465001	12	0.0025213192201636206
Sand Mark	0.5545454545454545	5	0.00041322314049586906
めろ〜んのテーマ 〜ゆかり王国国歌〜	0.5565025252525252	12	0.05750025652530818
幽玄サクリファイス	0.5577922077922077	4	0.061596109518187434
Lost Sequence	0.5625823451910408	5	0.024485055053022047
Sewing My MODE	0.5652173913043478	2	0.0
不可触な愛	0.5652255639097745	10	0.006939380091833596
ナルシスが嘘をつく	0.568627450980392	18	0.009973539588845923
神聖炉	0.5699316534914359	16	0.0007511887615051823
Gamble Rumble	0.5714285714285714	2	0.0
ちょっとだけワルイコ	0.5714285714285714	2	0.0
†メタウサ姫 〜黒ゆかり王国ミサ〜†	0.5739884396538821	21	0.022040166651163203
ねぇ恋しちゃったかな	0.5748138827723601	17	0.006044686264603739
星屑スパイラル	0.5757575757575757	9	0.035123966942148754
流れ星ジェニー	0.5762116781853625	6	0.04169249296574312
好き...でもリベンジ	0.5774891774891776	10	0.005335565508725683
ひと夏の秘密	0.5796203796203795	13	0.08498960999455313
Ever-Never-Land	0.5821962313190383	9	0.033630955773666336
囀りのない部屋	0.5844155844155844	3	0.0001264968797436338
恋のアゲハ	0.5850927986477861	24	0.0060617609318714145
エトランゼ	0.5874847546674172	17	0.011866553719157895
Sweet Darlin'	0.5893246187363834	12	0.006451157739123904
Beautiful Amulet	0.5998803827751195	12	0.002504859612354862
プレゼント	0.6051329622758194	7	0.07228727776037609
Passion Error	0.6079361388824306	30	0.002702269339116543
Fortune of Love	0.6101554797803926	23	0.09578291206783955
les larmes de la lune	0.6111111111111112	2	0.0
Jealous	0.6150895140664961	4	0.0028845965162446587
はんぶん不思議	0.6153846153846154	3	0.0
きらら時間旅行	0.6188888888888889	5	0.0003024691358024687
教えて ヴィヴァルディ	0.6195921725333491	16	0.06793505163181161
シレーヌの心音	0.6196747696747696	39	0.015236992508010964
ココナッツガールは誘われたい	0.6277432712215321	6	0.21349834754317604
Doki Doki ☆ π パイン	0.629268110406218	8	0.10938244327572026
砂のオベリスク	0.6305916305916306	3	9.99481518962035e-05
I DO 愛	0.6386457745153395	14	0.06397628335461296
チクチク	0.6419519874065331	33	0.0027465706887563448
fancy baby doll	0.6437386038086527	101	0.11988421928455611
初恋	0.645178351060704	7	0.06073939127390866
Sweet Trap	0.6456793206793207	13	0.042525823443031234
お気に召すまま	0.6469979296066252	7	0.019546358436202053
後ろから前から	0.6470588235294118	3	0.0
SECRET EYES	0.6551948051948051	4	0.0009450722437735411
Luv Fanatic	0.6556701929783768	20	0.0024965252155384173
Bad eclipse	0.6620346320346319	25	0.00020901266842825216
恋は天使のチャイムから	0.6733044733044733	12	0.03513622762737284
シュガー･チューン	0.681818181818182	19	0.0034435261707988973
Picnic	0.6855723005455624	11	0.1578558693913246
惑星のランデブー	0.6877657310757327	48	0.11795484328141574
君とLOVE	0.6880165289256198	11	0.0004226145755071381
童話迷宮	0.6889989382249444	21	0.022541233832527176
You & Me	0.6912119249424529	33	0.09782857510302216
Prince On A Star〜PrincessWhispers〜	0.7027777777777777	2	0.04334876543209875
SUKI KIRAI	0.7064935064935065	4	0.0005757013549221345
恋するラズベリー	0.712121212121212	13	0.10488287559554244
Tiny Rainbow	0.7202797202797204	13	0.02542911633820725
薔薇のロマンセ 月のセレーネ	0.7222222222222222	4	0.0
Baby’s Breath	0.7225683694530444	16	0.051049258736419724
マーメイド	0.722943722943723	3	5.62208354416147e-05
Happy Life	0.7283706631532719	9	0.11479255955325728
大好きと涙	0.7302106027596224	9	0.08726641225359667
ENDLESS MEMORIES	0.7435064935064934	4	0.0011384719176926955
Endless Story	0.754636144729024	17	0.0152678668256991
花火	0.7586233766233768	25	0.0001899509941717733
パーティーは終わらない	0.7620572735022866	23	0.05626386219112876
スパークリング☆トラベラー	0.7635281385281385	14	0.0005468016831653186
BITTER SWEET HOLIDAY	0.7647058823529411	6	0.0
象さんのすきゃんてぃ	0.7647058823529411	3	0.0
滑空の果てのイノセント	0.7727272727272726	8	0.0
Cherry Kiss	0.7911033621659808	31	0.06441790049318212
恋	0.8	2	0.0
私だけMissing	0.8069177489177493	25	0.00018524952680796836
この指とまれ	0.8129234895539243	14	0.02680435891012236
MERRY MERRY MERRY MENU・・・ね！	0.8186309737693139	22	0.003700347130567883
ラブラブベイビーハッピースター	0.8315766359244618	18	0.0052752487727165025
summer melody	0.8333333333333334	2	0.0
W:Wonder tale	0.8393567843319608	34	0.01620439270645572
LOVE ME NOW！	0.8475578822866473	37	0.04999975288313262
涙のち晴れマーク	0.8553551386884722	27	0.00016989717566918145
未来の果てにEscort	0.8558377896613191	20	0.003296643777554686
雨のパンセ	0.8586707410236827	22	0.04429090199869099
眠れぬ夜につかまえて	0.8592592592592592	3	0.0026337448559670728
Trouble Emotion	0.8602137445887443	16	0.018238402695789063
Fantastic future	0.8856898622426573	21	0.08000677621727552
ジェラシーのその後で	0.8857142857142857	2	0.0
candy smile	0.8882002761232083	28	0.000409655034042606
1、2、の3シャイン	0.890909090909091	5	0.022314049586776855
Melody	0.8991596638655462	7	0.07118141374196739
La La Love call	0.9047619047619048	2	0.0
Tremolo Mellow	0.9071268237934906	27	0.0003413719250660083
もうちょっとFall in Love	0.9132372316515537	17	0.0007114621634090061
チアガール in my heart	0.9173553719008264	11	0.000338091660405711
Double Fascination	0.9360516934046349	17	0.0038988649867660583
永遠のひとつ	0.9428571428571428	2	0.0
Exactly	0.9452380952380952	33	0.048218537414965984
ケセラセラ	0.9518008658008658	25	0.00019046260377429209
Gratitude	0.9545454545454548	10	0.0
Pleasure treasure	0.9566393751176362	14	7.90439439691889e-07
逢うたびキミを好きになる	1.0	14	0.0
真新しいカレンダー	1.0	8	0.0
新⽉のpollen	1.0	2	0.0
